text;label
They should all take accountability proactively and hold each other responsible for performance in terms of both results and behaviour.;employee_concerns
We ensure reward is fair and competitive, although this should not be the main reason why people want to work for our company.;employee_concerns
At, we embrace and build a diverse workforce that brings together the best of multiple generations, cultures, skill sets and thinking.;employee_concerns
Our aim is for our employees to live a flexible, inclusive and open culture where all perspectives are valued.;employee_concerns
We create meaning for our employees by connecting our work to the core purpose of our company: to make the world more resilient.;employee_concerns
is committed to collecting and responding to employee feedback, as it helps us understand where we are on the journey to bring our People Strategy with its four core themes to life.;employee_concerns
This is one way in which we measure progress, but we also use a set of key performance indicators to provide us with a comprehensive picture.;employee_concerns
In our People Strategy, we put a strong focus on developing our leaders, our leadership pipeline and our employees at all levels.;employee_concerns
In addition, we offer various programmes to young adults moving into the workforce, the most prominent being our awardwinning programme.;employee_concerns
employee experience is very much dependent on our leaders.;employee_concerns
They serve as role models and play an important role in the growth and development of our people whilst being focused on delivering results.;employee_concerns
We recognise that being a good leader is not easy.;employee_concerns
We therefore strengthen the leadership capabilities of our line managers and prepare them to meet the challenges of a rapidly changing work environment.;employee_concerns
We do this through targeted skills programmes that strengthen our leaders’ skills both in people and general management.;employee_concerns
In addition, we regularly review and adapt our leadership development programmes.;employee_concerns
In 2019, we put a special focus on embracing agility.;employee_concerns
The goal is to equip our leaders at all levels to cope with challenges such as creating joint movement amongst employees, responding faster to business changes and empowering everybody to take a leadership role.;employee_concerns
For senior leaders, we launched the new CEO-sponsored Pathfinder Experience Programme to build a community of change catalysts who will reinforce the agile, forward-looking principles described above.;employee_concerns
We also developed the Explorer Programme for our leadership talents, which enables them to take on additional leadership responsibilities and to lead in an ambiguous and dynamic environment. ;employee_concerns
Developing our employees;employee_concerns
In a world where the ability to learn and adapt quickly is increasingly crucial, the effective development of our people is key for our enduring success.;employee_concerns
We firmly believe in the 70/20/10 approach to learning.;employee_concerns
It advocates a blended approach to learning, consisting of actions that reflect “on-the-job experiences”, eg rotations and stretch assignments (70%), “learning from others”, eg mentoring and coaching (20%) and structured learning (10%).;employee_concerns
In 2019, we introduced our new learning experience platform called LearningOne.;employee_concerns
It is a one-stop shop aimed at making the learning experience more effortless for all our employees, by enabling them to easily access all the learning offerings they require.;employee_concerns
It finds the required content wherever it is  hosted – inside or outside the company – while artificial intelligence personalises the learning offering for every individual.;employee_concerns
This supports the democratisation of learning because experts working for our company can now share their learning quickly and widely and be credited for their contributions.;employee_concerns
All this is helping us in our journey to become more agile.;employee_concerns
consumer relations, including consumer satisfaction, accessibility, products with possible effects on consumers health and safety;social_concerns
impacts on vulnerable consumers;social_concerns
responsible marketing and research;social_concerns
community relations, including social and economic development of local communities;social_concerns
Collective Labor Agreements (CLAs) govern many of our employees’ terms and conditions at work and may include several arrangements, such as working hours, occupational health and safety, holidays, wages, and procedures for dispute resolution.;employee_concerns
Supporting career development of our women and ensuring equal access to learning opportunities are also critical.;employee_concerns
At, we see equal pay for equal work between women and men as the baseline standard for equality;employee_concerns
Employee turnover rate;employee_concerns
Our community engagement has always been about being a good neighbor and partnering with the communities around us to help address local needs.;social_concerns
supports community and cultural projects at different locations in order to strengthen local social cohesion.;social_concerns
Reduce the number of employee incidents and injuries.;employee_concerns
Increase the number of women in the succession planning for leadership roles to 25% and promote an inclusive work culture.;social_concerns
Reduce CO2 intensity of our global vehicle fleet by 25% compared to 2017;environment
The Code addresses our position on bribery and corruption and, operationally, we have a Global Compliance Risk Framework for Anti-Bribery and Corruption Framework, including policies, standards, training, assurance activities, enabling advice and tools to help manage this risk.;corruption
We are committed to further increasing our diversity, treating our employees fairly and providing equal opportunities for all.;employee_concerns
We strive to hire, promote and retain more women across the firm, with a stated aspiration of increasing the representation of women in management roles to one-third.;employee_concerns
Our in-house offers customized training and skills development opportunities.;employee_concerns
"We support employees’ career growth; our new online platform supports the mobility of internal talent.";employee_concerns
Modern cloud-enabled virtual workstations and mobile technologies have been deployed;employee_concerns
is widely recognized as an employer of choice and a great place to build a career.;employee_concerns
Levels of employee satisfaction and engagement, as shown in our most recent employee survey, are above the norm for financial services organizations.;employee_concerns
A diverse and inclusive culture across the firm to drive sustainable growth and innovation and to build a better place to work for all employees.;employee_concerns
Support for leadership development, as great leaders are the key to growing our people, client relationships and results.;employee_concerns
Pay for performance, with a strong commitment to pay equity embedded into our compensation policies and practices.;employee_concerns
Total reduction of greenhouse gas footprint by 71% from the 2004 baseline year, targeting a 75% reduction by the end of 2020.;environment
We further reduced our carbon-related assets to less than 1% of our total products exposure and strengthened our standards in the energy and utilities sectors.;environment
More than 280,000 direct beneficiaries and 107,388 lives substantially improved as a result of our community investments.;social_concerns
The well-being of vulnerable children around the world was improved with help of the work.;social_concerns
All employees are required to complete financial crime training which covers anti-money laundering (AML), sanctions, fraud and anti-corruption.;corruption
We regularly update web-based training modules to address compliance issues, including anti-corruption standards.;corruption
Employees in specific areas also receive targeted training on client-related corruption, including the bank’s own corruption risks in regard to intermediaries, gifts and entertainment or when major new developments require additional training.;corruption
Combating financial crime;corruption
We are committed to combating money laundering, corruption and terrorist financing and have implemented policies, procedures and internal controls that are designed to comply with such laws and regulations.;corruption
We have developed a financial crime prevention framework that is intended to prevent, detect and report money laundering, corruption and terrorist financing.;corruption
We annually assess the money laundering, bribery and corruption, and sanctions risks associated with all of our business operations against our control framework, and take actions to further mitigate these risks.;corruption
We are a founding member of the association of global banks that aims to develop financial services industry standards for policies on preventing financial crime such as corruption, money laundering and terrorist financing, and on Know Your Client principles.;corruption
The Group brings together banks globally at its annual forum and regional reach-out meetings focused on financial crime topics and works on guidance papers in related key areas of AML.;corruption
Together with the other members of the Group, we work closely with the Financial Action Task Force (FATF), an intergovernmental body that helps develop national and international policies on preventing money laundering and terrorist financing through consultation with the private sector.;corruption
We have adopted the global FATF standards with respect to record keeping.;corruption
In 2019, we have successfully achieved ISO certification in accordance with ISO standard Anti Bribery Management System 37001:2016.;corruption
The audit certifies that global anti-bribery & corruption framework meets global requirements to prevent and detect bribery as defined by ISO, and it evidences commitment.;corruption
The ISO certification is renewed annually and is the result of proactively engaging an accredited ISO auditor.;corruption
The ISO standard requires a series of measures which are aimed at preventing, detecting and addressing bribery.;corruption
Such measures include, but are not limited to: policies and procedures, culture and tone from the top, appropriate resourcing, training, risk assessments, third party due diligence, and implementing appropriate controls.;corruption
We apply Know Your Client rules and use advanced technology to help identify suspicious transaction patterns and compliance risk issues.;corruption
We continue to invest in our detection capabilities and core systems as part of our financial crime prevention program.;corruption
Our framework requires any suspicious activities to be promptly escalated to independent control units and external authorities, as required by law.;corruption
Our monitoring framework covers risk-based transaction monitoring, real-time screening and retroactive searches.;corruption
The AML monitoring framework is established in accordance with the Monitoring Screening and Searching Statement and is reviewed on an annual basis.;corruption
We foster a corporate culture that supports and engages employees.;employee_concerns
Our in society organization focuses our firm on being a force for driving positive change in society and the environment.;social_concerns
Our in society organization focuses our firm on being a force for driving positive change in society and the environment.;environment
Our comprehensive environmental and social risk standards govern client and vendor relationships and are enforced firm-wide.;social_concerns
Our comprehensive environmental and social risk standards govern client and vendor relationships and are enforced firm-wide.;environment
We invest in communities: our employees have valuable skills and knowledge, which they use to make a difference in their communities.;employee_concerns
an award-winning grant-making foundation that helps our clients use their wealth to drive positive and sustainable social change for children.;social_concerns
We regularly contribute to debates about important societal topics and, in collaboration with other firms and industry bodies, help to set standards on these topics.;social_concerns
We are widely recognized as an employer of choice and a great place to build a career.;employee_concerns
Key to our success is our long-standing commitment to investing in our employees at every career stage.;employee_concerns
It starts with recruitment, where our philosophy is to hire for potential, considering the individual’s experience and competencies, learning capabilities and agility, as well as digital and data savviness.;employee_concerns
We hired a total of 10,080 external candidates in 2019.;employee_concerns
Our junior talent programs hired more than 1,700 graduate and other trainees, interns and apprentices.;employee_concerns
We also continued our insourcing and hiring activities in our Business Solutions Centers as part of our integrated workforce strategy.;employee_concerns
Our in-house further updated its curriculum in 2019 to emphasize future-skills development and personal growth for all employees, with a new digital skills curriculum that builds knowledge about topics.;employee_concerns
We also launched a mobile learning app to enable employees to learn whenever and wherever they want.;employee_concerns
We revamped our leadership development offering in 2019 to ensure that our leaders have the skills they need to develop their businesses and their people, and to lead effectively in the digital transformation age.;employee_concerns
In 2019, our permanent employees completed more than 1,100,000 learning activities, including mandatory training on compliance, business and other topics.;employee_concerns
This averaged to more than two training days per employee.;employee_concerns
Along with line manager effectiveness, having a wide range of learning and career development opportunities, as well as tools to facilitate professional growth, are key drivers of employee engagement.;employee_concerns
In this respect, our new tool, which was launched in June 2019, has been a game-changer.;employee_concerns
This online platform enables employees to explore career paths and search for open roles that match their interests while allowing our recruiters to find internal talent more easily.;employee_concerns
It also identifies skill gaps with regard to new roles and interests and directly links to learning opportunities to help fill these gaps.;employee_concerns
We are committed to ensuring a workplace where employees are fairly treated, with equal opportunities for all.;employee_concerns
We do not tolerate harassment of any kind.;employee_concerns
Our global measures include employee and line manager training, specialist expertise in handling concerns raised, and a global employee hotline.;employee_concerns
A Harassment Guardian provides an independent view of the firm’s setup, procedures and behaviors to prevent harassment and sexual misconduct.;employee_concerns
We pay for performance, and a strong commitment to pay equity is embedded into our compensation policies.;employee_concerns
We conduct regular internal, as well as independent external, reviews, with the aim of ensuring that all employees are paid fairly, and we seek to address any unexplained gaps.;employee_concerns
Our employees are key to meeting our clients' needs and our long-term business success.;employee_concerns
We therefore invest in our employees by providing them with diverse learning opportunities, fostering internal mobility and creating a rewarding work environment.;employee_concerns
Having regular dialogue with employees helps ensure that we understand their needs.;employee_concerns
Our senior leaders regularly update employees on our business strategy, priorities and policies, as well as people management topics such as goal setting, compensation, training, internal mobility, career development, new technologies, and risk and compliance topics.;employee_concerns
We use a variety of communication channels and events to ensure our employees are aligned with our corporate culture and the firm’s three keys – the Pillars, Principles and Behaviors.;employee_concerns
We promote collaboration and efficiency efforts such as our Group Franchise Awards program, gender representation initiatives like Career Comeback, and we have an ongoing focus on culture-building topics like inclusive leadership.;employee_concerns
We also support the global philanthropic projects managed by the Foundation.;employee_concerns
On a regional and divisional basis, we celebrate and support involvement in our community engagement and employee volunteering activities.;employee_concerns
We interact with employees through a number of news and information channels such as our intranet, Connections (our internal social network), a number of other interactive help and information sites.;employee_concerns
Direct communication with employees also takes place through individual and team meetings, emails, all-staff sessions and the firm’s Quality Feedback system.;employee_concerns
In 2019, employees in all businesses and regions attended numerous town halls and small group meetings to discuss relevant issues directly with senior management.;employee_concerns
For example, regular “Ask the CEO” events allowed all employees globally to learn about (and ask questions on) topics such as the firm’s strategy and direction.;employee_concerns
These events are attended in person by local employees and broadcast live (and via replay).;employee_concerns
We want our employees to be engaged and share their views and have ample opportunities to influence the firm’s future.;employee_concerns
We therefore regularly survey all our permanent employees to capture feedback on how we are doing as a firm, and we use that feedback to improve as an organization.;employee_concerns
As such, in 2019, all employees were asked to participate in a global survey, and 83% did.;employee_concerns
We particularly wanted to know whether our firm’s principles and behaviors are being lived up to, how effective our line managers are and whether we are providing a positive and empowering work environment.;employee_concerns
This year, 78% of participating employees indicated high levels of engagement, 79% agreed that their line manager(s) are effective, and 81% recognized our positive work environment.;employee_concerns
Employees were informed of the Group-wide survey results, as well as divisional, regional and business area results, as applicable.;employee_concerns
Each year's data is analyzed and leveraged in future culture-building initiatives, as it is our ongoing ambition to have a highly motivated workforce that models integrity, collaboration and challenge in its daily work.;employee_concerns
"We strive to be the clear employer of choice in the financial services industry and maintain overall engagement ratings in the top quartile; both ambitions have been achieved in 2019.";employee_concerns
Our employee networks, which are sponsored by business leaders, are foundational to strengthening our culture.;employee_concerns
They help employees build cross-business relationships and support an open and inclusive workplace.;employee_concerns
In 2019, we sponsored 43 employee networks globally, including ones focused on topics around culture, gender, ethnicity, family, mental health, Pride / LGBTQ, disability and veterans.;employee_concerns
Of particular note, our disability-focused networks raise awareness of visible and invisible disabilities in the workplace, as well as our management’s active support for hiring, developing and retaining employees with disabilities across the firm.;employee_concerns
Our women's networks in locations around the globe promote personal and professional development through networking, mentoring and education.;employee_concerns
As expressed in the 17 United Nations Sustainable Development Goals (the SDGs), the world faces enormous societal and environmental challenges.;social_concerns
As the world’s largest truly global wealth manager, we have a responsibility to take a leading role in shaping a positive future, for everyone, including the generations to come.;social_concerns
set out the principles and practices that define our ethical standards and the way we do business;social_concerns
supporting a culture where ethical and responsible behavior is part of our everyday operations;social_concerns
we make a commitment to integrating financial and societal performance for the mutual benefit of our clients and our firm – and that we are constantly looking for better ways to do business in an environmentally sound and socially responsible manner;social_concerns
We engage with representatives of wider society on a regular basis and on a wide range of topics.;social_concerns
This engagement yields important information about society’s expectations and concerns and makes a critical contribution to our understanding and management of issues with potential (positive and negative) relevance to our firm – and to society.;social_concerns
is a dedicated organization within the firm, focused on maximizing our positive effect and minimizing any negative effects has on society and the environment;social_concerns
is committed to making a force for driving positive change in society and the environment.;social_concerns
This is equally true of our comprehensive social risk management and framework that governs client and vendor relationships and is applied firm-wide to all activities.;social_concerns
We have identified certain controversial activities that we will not engage in at all, or only under stringent criteria.;social_concerns
As part of this process, we engage with clients and vendors to better understand their processes and policies, and to explore how any environmental and social risks may be mitigated;social_concerns
CO2 neutrality;environment
becoming CO2-neutral;environment
In the strategy period from 2017 to 2020, intends to develop new products and skills in line with customer requirements for an energy-efficient, resource-friendly, circular and fair economy.;environment
It continuously reduces its greenhouse gas emissions thanks to energy-efficient buildings and vehicles, optimized logistics processes, innovative alternative technologies and the use of renewable energy.;environment
additionally enables its customers to act sustainably by offering products such as the carbon-neutral pro clima – Shipment service.;environment
In the strategy period from 2017 to 2020, is aiming to achieve a CO2 efficiency increase of at least 25 percent by the end of 2020 in its established climate and energy area of action.;environment
This means that for every consignment or passenger transported, for every transaction and for every heated square metre of the buildings, we will consume less energy and release less greenhouse gases.;environment
climate goal is geared to the long term and is in line with the objective of stabilizing global warming to well below 2 degrees Celsius by 2100 compared to pre-industrial levels, as decided by the international community as part of the Paris Climate Agreement.;environment
The new strategic focus on diversity management was approved by Executive Management in July 2018.;employee_concerns
The priorities of the new focus are the promotion and management of optimally diverse teams.;employee_concerns
Achieving a good work-life balance remains an important factor for.;employee_concerns
creates an attractive operating framework which empowers staff members to combine the different aspects of their lives.;employee_concerns
This includes flexible working models.;employee_concerns
Around 21600 employees work part-time and around 8500 take advantage of teleworking each year.;employee_concerns
Job sharing is also used.;employee_concerns
also contributes around 13 million francs towards external childcare, helping employees to achieve a good work-life balance.;employee_concerns
Retirement planning, social security;employee_concerns
The Group’s own employee benefits institution, the pension fund, with total assets of around 16 billion francs, insures around 40200 employees in and pays 655 million francs in pensions to around 30000 people each year.;employee_concerns
The Foundation Board, formed jointly by employer and employee representatives, is responsible for the management of the foundation.;employee_concerns
employer contributions represent around 270 million francs per year.;employee_concerns
The level of cover in accordance with the revised Ordinance on Occupational Retirement, Survivors’ and Disability Pension Plans (BVV 2) stood at around 102 percent (including employer contribution reserve with a waiver of use) as at 31 December 2018.;employee_concerns
With “pro clima” – Shipment, all domestic letters have been carbon neutral since 2012 at no extra charge for customers.;environment
private or business customers can choose to send all other consignments carbon neutrally using pro clima services for just a few extra centimes.;environment
is funding the construction of the first gold standard climate protection project in it consists of 30 biogas plants on farms that reuse manure and other organic waste to generate electricity.;environment
Sustainable employee mobility is promoted by providing staff with a free Half-Fare travelcard or discounted GA travelcard for rail travel.;employee_concerns
Sustainable employee mobility is promoted by providing staff with a free Half-Fare travelcard or discounted GA travelcard for rail travel.;environment
Employees at major sites can also recharge their electric vehicles and bikes free of charge using the comprehensive charging infrastructure.;employee_concerns
Employees at major sites can also recharge their electric vehicles and bikes free of charge using the comprehensive charging infrastructure.;environment
supports the bike to work initiative, and employees can take advantage of the services provided by PubliBike or carvelo2go for the rental of electric cargo bikes at a reduced rate.;employee_concerns
supports the bike to work initiative, and employees can take advantage of the services provided by PubliBike or carvelo2go for the rental of electric cargo bikes at a reduced rate.;environment
Raising employees’ awareness of sustainability is a recurring theme of internal communication and is explored in depth at workshops and other events.;employee_concerns
Raising employees’ awareness of sustainability is a recurring theme of internal communication and is explored in depth at workshops and other events.;environment
Issues related to corporate responsibility are promoted and discussed in the sustainability ambassador network.;employee_concerns
Issues related to corporate responsibility are promoted and discussed in the sustainability ambassador network.;environment
The constant increase in CO2 efficiency is achieved by implementing a range of measures to reduce greenhouse gas emissions and to improve the efficiency of the core services it provides.;environment
This is also reflected in external ratings such as the Environmental Measurement and Monitoring System (EMMS) run by the, with registering a further improvement in its Carbon Management Proficiency Score and being awarded the gold rating for the third time.;environment
Many key figures class as one of the leading companies within the IPC – for example with regard to the proportion of renewable electricity and the use of alternative drive technologies in its vehicle fleet.;environment
The year 2020 is not one that we are likely to forget;irrelevant
Never in living memory has the world faced a challenge matching the scope and impact of the COVID-19 pandemic;irrelevant
The economic costs were high, as lockdowns dampened business activity across much of the world;irrelevant
But the human costs were far higher;irrelevant
At , some of us lost family members, friends and colleagues, as did millions of others around the world;irrelevant
But the COVID-19 pandemic also brought out the best in;irrelevant
Across the world, our people came together to take care of each other, while continuing to support our customers and to help in their communities;irrelevant
Our first priority, as always, was health and safety – we took every precaution to safeguard our people, ensuring that we were fully aligned with local government and World Health Organization guidelines and making appropriate arrangements for employees to work from home;irrelevant
Many of our leaders donated part of their compensation or salary to help affected employees, and many employees took leave to do volunteer work in their communities;irrelevant
Our main fundraising effort, for the COVID-19 relief program of the International Committee of the Red Cross, raised CHF 2 million in employee and company donations;irrelevant
In December, we made another donation of $1 million to support the World Childhood Foundation’s work with vulnerable children;irrelevant
Thanks to our global footprint, well-established crisis management processes, and strong technological expertise, we were able to keep our operations running, which was crucial as we are recognized as a critical supplier for power and essential infrastructure to nations and industries;irrelevant
Our technologies also helped us and our customers overcome many of the obstacles created by the lockdowns;irrelevant
One way we supported our customers was by making some of our software services available free to ensure uninterrupted power supplies to critical healthcare applications and to support commercial and industrial facilities in better managing their facilities;irrelevant
Thanks to our strong focus on safety, the number of serious work injuries among employees and contractors was stable compared with 2019 and fell compared with previous years;irrelevant
Tragically, we had two fatalities in 2020, and two in 2019, compared with four in each of the two previous years;irrelevant
Thanks to the commitment, ingenuity and hard work of our people, in 2020 we delivered a solid financial performance in what was an extremely challenging year;irrelevant
As expected, our markets were impacted by COVID-19 pandemic: For the full-year 2020, orders declined by 7 percent to $26;irrelevant
5 billion and revenues were down by 7 percent;irrelevant
However, our operational EBITA margin – our main measure of profitability – was stable at 11;irrelevant
1 percent, showing that we took the right and necessary actions in response to the pandemic;irrelevant
In line with our policy of paying a sustainable dividend over time, we will be proposing a dividend of CHF 0;irrelevant
80 per share to our shareholders to be voted on at the annual general meeting on March 25, 2021;irrelevant
The challenges posed by the COVID-19 pandemic accelerated several megatrends and none more so than the shift to digital connectivity and automation, as industries sought ways to maintain operations with fewer people on site;irrelevant
At the same time, growing public awareness of the need for action on climate change and the over-use of natural resources has driven sustainability to the top of the agenda for governments, investors, corporations and multilateral organizations;irrelevant
A related megatrend is urbanization, which is placing cities under huge pressure to expand sustainably, reduce energy consumption and traffic congestion, and improve air and water quality;irrelevant
For ABB, these megatrends represent compelling business opportunities;irrelevant
Our market and technology leadership in electrification position us strongly in a market where demand is growing at twice the pace of other energy sources;irrelevant
Our leadership in automation, robotics and motion means we are ideally placed to help industries improve energy efficiency and productivity;irrelevant
And our solutions for the transport sector gives us commanding positions in marine, rail and electric mobility on the road;irrelevant
ABB has gone through a series of profound changes in recent years, among them the divestment of our Power Grids business, our transformation into a decentralized organization, and our shift toward digital solutions;irrelevant
These and other changes have raised questions about what we stand for as a company, what we should aspire to be in the future and what role we should play in society;irrelevant
In late 2019, we initiated a project to articulate a clear Purpose for ABB;irrelevant
In doing so, we were also acting on significant empirical evidence from other companies that a strong, lived purpose has a positive impact on business performance and value creation;irrelevant
Over a six-month period, we conducted extensive interviews and listening sessions with all stakeholder groups, including employees, customers, investors, suppliers and multilateral organizations;irrelevant
Our aim was to build up a holistic picture of how ABB is perceived by its stakeholders and to articulate an overall strategic direction for the company;irrelevant
In total, we interviewed more than 300 employees from front-line personnel to executive management as well as 30 customers and 30 other external stakeholders, ranging from NGOs and academic institutions to international organizations;irrelevant
By the end of that process, we had identified and articulated five clear Purpose “themes” that described our identity and the impact we make;irrelevant
In capturing the themes, we made sure questions for our key stakeholders were answered;irrelevant
For customers, our Purpose needed to answer the question: How does ABB help us win;irrelevant
For employees: Why should we dedicate our passion and skills to ABB;irrelevant
For investors: Why should we invest in ABB;irrelevant
For society and the planet: How does ABB make the world a better place;irrelevant
For partners and suppliers: Why should we join forces with ABB;irrelevant
Our lives are becoming increasingly digital – and so is insurance;irrelevant
We’re sharpening our focus on innovation in digital technology to reshape the way we interact with our customers and meet their evolving needs;irrelevant
Through making the best use of resources, we work to benefit all our stakeholders: we protect customers against risk and provide financial security, we strive to give all employees opportunities to develop talent, deliver returns to investors, and make communities and society better able to address risks and adapt to change;irrelevant
How our stakeholders benefit: We create value for our customers by helping them understand and protect themselves from risk;irrelevant
We create value for our employees by aiming to give each the opportunity to work to their full potential;irrelevant
We create value for our investors by paying an attractive and sustainable dividend and maintaining a strong balance sheet;irrelevant
We create value for communities, society and the environment including by mitigating risk and sharing knowledge and expertise;irrelevant
Our business model works to deliver benefits for our stakeholders;irrelevant
Our investors provide the financial capital that sustains our business;irrelevant
Our expertise, including in risk management and investment, contributes to our success;irrelevant
Our approximately 55,000 employees include some of the most talented people in the insurance industry;irrelevant
During these turbulent times, sound and stable corporate governance processes and good decision-making is more important than ever for our organization;irrelevant
During the COVID-19 pandemic, our focus remains on creating sustainable value for our stakeholders;irrelevant
Building a better way The pandemic has turned into an economic crisis that will have major social consequences for years to come;irrelevant
It poses the ultimate stresstest for Zurich’s environmental, social and governance (ESG) response;irrelevant
As governments, businesses and individuals focus on rebuilding economies, balance sheets, or simply paying the rent, ESG concerns must remain at the forefront of all of our minds;irrelevant
"ESG considerations and economic revival are not mutually exclusive; rather they go hand in hand";irrelevant
We believe we can restore economies in a way that decarbonizes industry, maintains prosperity, and decreases inequality at the same time;irrelevant
Furthermore, our impact investment portfolio has grown to USD 58 billion as of Q4 2020 – exceeding the USD 5 billion target for our impact investment portfolio set three years ago;irrelevant
We have also committed to utilize 100 percent renewable power across all global operations by the end of 2022 and and continue to deliver other operational sustainability initiatives in property, technology and sourcing and procurement across the Group;irrelevant
We’ll use our expertise, experience and global reach to help our customers enhance their resilience and intensify their focus on the green agenda by highlighting the risks associated with climate change and the opportunities of a 1;irrelevant
We’ll challenge customers to rethink their use of carbon-intense fossil fuels;irrelevant
We’ll develop insurance and risk management solutions for new technologies, business models and approaches that will help customers achieve an unprecedented transition to a climateneutral economy;irrelevant
Our global Data Commitment – a pledge to use our customers’ data responsibly and securely – has never been more important;irrelevant
The growth in digitalization is also a test of our work sustainability credentials;irrelevant
As the world changes, skills in specialist areas such as robotics, data science and cyber security will be required;irrelevant
To meet these needs, we are focused on the long-term upskilling of our employees to enable them to enhance and develop their careers;irrelevant
Changes to our Board and Executive Committee There were no changes to the Board in 2020;irrelevant
The Board proposes to shareholders the re-election of all current members at the Annual General Meeting on April 7, 2021, and the election of Sabine KellerBusse as a new member of the Board;irrelevant
Ericson Chan became Group Chief Information and Digital Officer and member of the Executive Committee (ExCo) in October 2020;irrelevant
At the same time, Laurence Maurice assumed the role of Chief Executive Officer (CEO) Latin America (LatAm) and became a member of the ExCo;irrelevant
She succeeds Claudia Dill, who decided to step down from the role as of September 2, 2020;irrelevant
Jack Howell has led the new Global Business Platforms unit since the start of 2021;irrelevant
He was succeeded in his previous role as CEO Asia Pacific by Tulsi Naidu, former CEO UK and newly appointed member of the ExCo;irrelevant
Kristof Terryn, former Group Chief Operating Officer, succeeded Kathleen Savio as CEO North America in January of this year;irrelevant
These appointments are an important step toward embracing a digital future and further enhancing and broadening diversity within our executive team;irrelevant
Such diversity reflects the global nature of our business as well as our customer and employee base;irrelevant
Our stakeholder community The response to the pandemic demonstrates that governments, businesses and individuals across the world have the power, flexibility, and speed to deal with a global crisis;irrelevant
With the same determination and solidarity, we can confront climate change, leverage the opportunities of a green recovery, and tackle inequality in our society;irrelevant
Above all, we want to encourage the world to build a better way and create a brighter future;irrelevant
Thank you for your continued trust, support and engagement;irrelevant
The Zurich Insurance Group, consisting of Zurich Insurance Group Ltd and its subsidiaries (the Group or Zurich), is committed to effective corporate governance for the benefit of its shareholders, customers, employees and other stakeholders based on the principles of fairness, transparency and accountability;irrelevant
Structures, rules and processes are designed to enable proper conduct of business by defining the powers and responsibilities of its corporate bodies and employees;irrelevant
This report describes the Group’s approach to the key elements of corporate governance within the Group;irrelevant
It includes the information required under the following rules, with which Zurich complies: – Directive on Information Relating to Corporate Governance of the SIX Exchange Regulation (as of March 20, 2018);irrelevant
Swiss Code of Best Practice for Corporate Governance (Swiss Code of Best Practice), issued in 2002 by economiesuisse, as amended in October 2007 and in August 2014;irrelevant
The shares of Zurich Insurance Group Ltd are listed on the SIX Swiss Exchange;irrelevant
Certain Group companies have listed debt issued under its Euro Medium-Term Note Programme and other financial instruments;irrelevant
Zurich is subject to insurance group supervision by the Swiss Financial Market Supervisory Authority FINMA (FINMA);irrelevant
The Joint Committee of the European Supervisory Authorities has also designated the Group as an insurance group and not as an insurance conglomerate because of the small size of its non-insurance activities;irrelevant
The Swiss Insurance Supervision Act (ISA) requires Swiss insurance companies and groups to establish and maintain strong governance and risk management systems as well as effective internal control systems that are appropriate to their business activities;irrelevant
It prescribes the calculation of a risk-based solvency margin on a Group-wide basis and at legal entity level pursuant to the Swiss Solvency Test (SST);irrelevant
Amongst others, all material intra-group transactions must be reported to FINMA;irrelevant
In addition to the group supervision exercised by FINMA and its insurance supervision of the legal entities Zurich Insurance Company Ltd, Zurich Life Insurance Company Ltd, Zurich Reinsurance Company Ltd and Orion Legal Expenses Insurance Ltd, the insurance subsidiaries and remaining financial services entities of the Group are supervised by the respective local supervisory authorities;irrelevant
The principles of corporate governance and the standards described above are incorporated and reflected in a number of corporate documents, in particular the Articles of Association, the Organizational Rules and the Charter of the Committees of the Board of Directors of Zurich Insurance Group Ltd;irrelevant
The Governance, Nominations and Sustainability Committee of the Board of Directors of Zurich Insurance Group Ltd regularly reviews the Group’s corporate governance against best practice standards and ensures compliance with corporate governance requirements;irrelevant
This report essentially follows the recommended structure outlined in the Directive on Information Relating to Corporate Governance of the SIX Exchange Regulation;irrelevant
The information on compensation, shareholdings and loans to Board members and members of the ExCo is contained in a separate report, the remuneration report (see pages 92 to 125), which supplements this corporate governance report and also includes the information as required by the Circular 2010/1 on remuneration schemes (minimum standards for remuneration schemes of financial institutions) issued by FINMA on October 21, 2009 as amended on June 1, 2012, December 3, 2015 and September 22, 2016, as well as the Ordinance Against Excessive Compensation (Ordinance AEC) of November 20, 2013;irrelevant
An effective structure is in place providing for cooperation between the Board of Directors of Zurich Insurance Group Ltd, management and internal control functions;irrelevant
This structure establishes checks and balances and is designed to provide for institutional independence of the Board from the Group Chief Executive Officer (Group CEO) and the Executive Committee (ExCo) which together are responsible for managing the Group on a day-to-day basis;irrelevant
Recovery in demand across regions and applications, but dampened by shortages in semiconductor supply;irrelevant
Ongoing electrification of vehicles continue to be major engine for innovation and growth of the division, evidenced by new project wins in the area of electric brake applications;irrelevant
Building expansion project for electric brake systems production in Heerbrugg developing as planned;irrelevant
Market conditions expected to remain unchanged, supporting position to outgrow the market;irrelevant
Continued growth in the areas of mobile devices and lifestyle electronics supported by home office push;irrelevant
Positive demand pattern for HDD applications, stimulated by cloud and enterprise computing;irrelevant
Shortages in semiconductor supply creating some degree of volatility;irrelevant
Expansion of Nantong platform planned;irrelevant
Positive development expected for full 2021 vs. previous year;irrelevant
Returned on growth track, but development of demand varies across individual business units;irrelevant
Strong demand for furniture, cutting tools and general industrial applications;irrelevant
